content,score,score_reanotado_gemini,sentiment
"As primeiras compras chegaram super bem embaladas e dentro do prazo. Ótima experiência com a Temu e toda a equipe. Só tenho a agradecer e confiar!!! Parabéns mãos aplaudindo pele morena escura mãos aplaudindo pele morena escura mãos aplaudindo pele morena escura naipe de copas naipe de copas naipe de copas Tenho que dizer que o aplicativo é ótimo, as imagens são lindas e nos faz querer levar tudo!!! Amo este aplicativo e só tenho a agradecer a atenção e rapidez nos reembolsos que se fizeram necessários. Eu confio e recomendo!!! Parabéns sempre mãos aplaudindo pele morena escura mãos aplaudindo pele morena escura mãos aplaudindo pele morena escura",5,5,4
"Não conhecia, quando comecei a comprar adorei, avisa quando as mercadorias estão chegando, até mesmo para ter alguém em casa. O que falta más é em algumas compras que não têm em estoque ter também a opção de dividir no cartão, porque nem sempre a pessoa têm dinheiro para pagar o valor das compras em valor de a vista.",5,3,2
"Com o pedido estava tudo certo. O problema foi o entregador, entregaram meu pedido no endereço errado e nem sei como resolver, as coisas do app são lindas e eu já tinha colocado várias coisas no carrinho, mas já que essa é minha primeira compra e já aconteceu isso, não comprarei mais nada no aplicativo!",1,2,1
"Depois da atualização do Remessa Conforme, diminui a quantidade de pontos, cupons de descontos. O app está com vários bugs, lento, fora a quantidade de notificações de vendedores nacionais, sendo que nem compro produtos nacionais. Se eu quiser comprar no Brasil eu vou direto na loja. Está desanimador navegar nesse app. Coloquem pelo menos a opção de qual tipo de notificações a pessoa quer receber, nacionais ou internacionais. Conseguiram estragar o melhor app de compras. Ficou péssimo!",2,2,1
"Ótima loja virtual, uma das melhores. Mas a interface do app deixa a desejar, deveriam investir um pouco no layout, pois está um pouco complicado de se mexer. As cores se misturam e os botões acabam ficando ""invisíveis"" complicando pra quem utiliza a plataforma.",4,3,2
"Estou decepcionado com o Mercado livre comprei um celular para ser entregue dia 22/01/2025, o telefone está na cidade desde o dia da entrega porém ainda não recebi o produto. Já abri o chamado duas vezes, e nenhum as moças quiseram me passar o porque do motivo da demora. Sendo que pessoas que conheço pediram depois que eu algo e já receberam. Tinha aparelhos mais vantajosos, por causa do tempo de entrega decide comprar esse. Porém como está demorando dava de ter comprado outro",1,2,1
"A Shein é uma ótima loja virtual, preços excelentes de roupas, calçados, acessórios, etc.. O único problema é os pontos, que seria como um desconto pra nós clientes, 3pt por dia é pouco, deveria voltar como antes, pra ser a melhor loja virtual de tudoo.",4,3,2
"É uma plataforma de vendas excelente, mas ultimamente eles tão cobrando frete mesmo você usando o cupom de frete, agora infelizmente acharam um jeito cobrar a forma de entrega, então ou seja eles aos poucos eles vão achando um jeito para arrancar mais dinheiro das pessoas, 5R$ ali 8R$ ali mesmo sendo um plataforma multimilionária...mas é a famosa ganância que estraga o que é bom...mas é o que temos no momento.",3,3,2
"site muito bem requisitado por todos que compram nele, err a moda do momento e tá fazendo por onde ser conhecido assim ! entregas rápidas, facilidade na entrega dos produtos além de entregar rápido, facilidade na hora de pagar tbm ! ótimo site !",5,5,4
Uma crítica e uma observação o app está ruim não tem como falar diretamente com alguém da empresa e isso é um ruim pra resolver algum problema,3,2,1
"Estou gostando, parou de aparecer umas imagens inapropriadas. O único porém nos últimos tempos é que requer muito do meu celular aí fica travando toda hora na hora de olhar as lojas. Principalmente os joguinhos travam demais, deveria ter uma opção da gente selecionar apenas os jogos que gostarmos pra não exigir tanto do celular e ficar travando o aplicativo.",4,3,2
"O app e bom, bem simples e fácil de mexer, seguro e com bastante fornecedores e variedades de produtos. Além dos principais fatos de ter bastante cupons e moedas que podemos usar para desconto, o enviar mostra aonde estar e e bem fácil o sistema de reembolso caso tenha algum problema. Mas tenho algumas coisas que pode ajudar o app. Primeiro um tema escuro. Segundo quando tiver em rota de entregar mostrar o nome do entregador assim dando mais confiança.",5,4,3
"Eu costumava comprar na shein e os preços eram bons, comprava muita coisa com um preço ok mas de uns tempos pra cá, não consigo comprar NADA. Desde que fui taxada (consegui o reembolso) eu não comprei nada, e até quero porém meus pontos são limitados, e os pontos ajudavam muito a diminuir o preço. E confesso também que o app era mais organizado, hoje em dia tá tudo bagunçado, parece até a Sho... Enfim, eu vou ter que comprar produto um por um porque tudo de uma vez sai muito caro.",3,2,1
"Gosto, mas poderia melhorar a política de prazo de entrega, a atualização do status do mesmo que às vezes falha. Tem também a recompensa das moedas na compra dos produtos que foi retirada! Melhorou muito as entregas! Apoio a opção de sugestão de 1 usuário que no momento da entrega do produto, o entregador acione um botão, p/ notificar o comprador. Há falhas em 1 dos jogos:""Shopeejuntapeças"", pede atualização do Android, sendo que já está atualizado!",4,3,2
"Sempre recebi o que comprei, bem embalados e a entrega rápida. Gosto de comprar no Mercado Livre, mas uma coisa q me irrita é q na oferta do produto aparece como frete grátis e quando clico aparece q na região q moro, a Nordeste, este serviço de gratuidade não se aplica. Prefiro ver isso antes de clicar no produto, porque pra mim isso é propaganda enganosa, uma das piores coisas q tentam fazer comigo. Espero q o sistema seja corrigido e q identifique as regiões antes de perder tempo.",4,3,2
"Não gostei. Porque não gostei? Fui fazer o cadastro completo e não tem a opção para receber o código de confirmação do contato do celular pelo Whatsapp. Aqui onde moro não tem operadora, então SMS não funciona. O mais viável seria uma segunda opção pelo Whatsapp Asim como Shoppe e outras. Concerta isso aí logo, por favor. Toda a minha vizinhança não conseguiu por enfrentar o mesmo prblema",2,2,1
"O app é bom, ele te dá dólares quando você entra no app todos os dias( coisa de centavos, mas como concerte em Brl, da uns 3 reais, por aí rosto sorridente com óculos escuros polegar para cima pele clara) , mas só gira em torno de compras internacionais! Muito raramente tem cupom nacional, é bem chato isso. Não vale a mais a pena fazer compras internacionais, já que tudo está sendo taxado e a compra mínima é maior que 49 reais ! Tá complicado, evitem compras de grande tamanho para não serem taxadas",4,3,2
"Era fã da shein ate a minha filha querer coisas Que so aqui encontrei, encomendei com receio mas foi a melhor decisão bons preços, em certos valores descontam super bem eu numa compra de 110 euros descontaram 30 so paguei 80 euros. Vale muito a pena!",5,5,4
"Ótimo app, vou dar 3 estrelas só por causa de uma coisa que irrita muito, as notificações que são entregues no mesmo canal que os alertas de acesso. Por favor, crie um canal separado para os alertas de segurança da conta, pois ao desativar as notificações gerais, também desativa as de segurança. Nas configurações de notificações no app, ao desativar alguma, a hora que volta, habilitou outra que estava desativada, ou seja, só desativa 1, parece radio button.",3,3,2
"Sempre comprei e nunca tive problema. Até o dia 06/12/24 no dia que paguei a minha fatura do Sparcelado e não caiu o pagamento. Tive a conta de compra bloqueada por ""falta de pagamento"". Entrei em contato com várias pessoas do atendimento, ficaram de mandar um email pra tentar resolver, e nunca chegou. Um joga pro outro e não se resolve nada. Péssimo SAC!!!! Não tem um número pra ligar direto. Experiência horrível!!!!",1,1,0
"Péssimo, criei uma conta de vendedor, não tive lucros, fui roubado na plataforma com cobranças de taxas de um serviço q eu nem pedi e que não consigo cancelar! Pensem muito bem antes de aderir a plataforma pois oq ela visa é arrancar dinheiro de você!!",1,1,0
"As vezes veem produto errado,totalmente fora da compra...também entrega nem sempre é satisfatória,entregador envia menss no zap,se vc não olhar na hs,ele nem um minuto espera,vai embora,você liga várias vezes,ele não atende,diz que esteve aqui...extranho tudo isso.se continuar,vou parar de comprar na shoppe. Precisa rever isso.queria por o print da foto aqui para vcs verem o tempo que ele foi atendido,já não estava no portão. Menos de dois minuto.",3,2,1
"O aplicativo Temu é surpreendente! Oferece uma ampla variedade de produtos com preços acessíveis e promoções incríveis. A interface é intuitiva, facilitando a navegação e a experiência de compra. O envio é rápido, e os produtos chegam bem embalados e de acordo com a descrição. Uma excelente opção para quem busca qualidade e economia em suas compras online.",5,5,4
"A Temu tem coisas lindas, pena que são bem mais caras que outras empresas chinesas, mas o q vale é a diversidade de produtos. Entregam muito rapido, e se precisar de reembolso nunca tive problemas com isso. Vale a pena comprar.",5,4,3
"Esse aplicativo é ótimo, nunca tive problemas com as compras, sempre chegam no prazo certinho e vem conforme anúncio e escolha! Aplicativo de fácil entendimento, possui lupa para vc pesquisar o que precisa, tem separação por itens, tem oferta relâmpago, vc consegue favoritar qnd gosta de algo mas está esperando o cartão virar para comprar rs, navegação fácil e intuitiva!",5,5,4
"Muito bom. Bem recomendo o produto, njnca achei que pudesse comprar hinode na shoppee. Gosto da plataforma. Poderia melhorar um pouquinho mais. Eu gosto de comprar. Estou aguardando um reembolso que até hoje não caiu. Fora isso a plataforma é ótima. Gosto muito,mas estou com um reembolso no valor 19,90 e não recebi,fui informada que estava na shoppee pay e não consta nada lá.",5,3,2
"Nossa, já desinstalei os outros app de comprar... Amei comprar na Temu. Os produtos são de ótima qualidade. Por ser do exterior, achei q chega bem rápido. E ainda consigo pagar minhas compras em 6x sem juros. Muito obrigada !",5,5,4
"Vou dar 1 estrela pq é muita mentira nesse aplicativo, nunca tinha comprado nele e essa foi a primeira vez q comprei algumas coisas e ao invés de vir no tamanho q tá no anúncio vem tudo em tamanho miniatura e vem coisas erradas também, por isso confio compra no mercado livre e lá o q tá no anúncio vem o q tá no anúncio e vem bem certinho, não recomendo esse aplicativo para fazer compras",1,1,0
Era muito bom o aplicativo tem mais de seis anos que eu compro lá Mais recentemente eles mandaram minha encomenda pela uma transportadora duvidosa que falsificao assinaturas de recebimento da encomenda sem ser entregue Tive muita dor de cabeça porque eles não respondem e não reembolsa E fiz novamente uma compra achando que dessa vez as encomendas viriam pelo correio E vai vim pela mesma transportadora duvidosa E não tem como cancelar o pedido ou seja vou ter outra dor de cabeça,2,1,0
"O ML tá perdendo a mão no valores de fretes... Só nível 5 e ainda assim vejo valores de fretes absurdo. Muito maior do que a compra em si. Na Shoppe se o frete não for grátis,pelo menos o valor é pequeno. E Uma ótima atualização seria,poder postar fotos de nossas compras. Assim outros clientes poderiam ter uma base de como ficaria o produto.",4,3,2
"Fácil de pesquisar produtos, com alternativa de escolher origem. Bons preços e confiabilidade (devolução se compra tiver algum problema). Único problema é com ordenação de resultados de pesquisa - muitos desaparecem depois do arranjo!",4,3,2
"Loja não cumpre as promoções. Comprei uma um kindle paperwhite em promoção e demorou o envio. Perguntei no SAC e este prometeu o envio. De repente, como moro no interior, cancelaram a promoção e fizeram o estorno. Fiz uma reclamação no Procom. Depois do cancelamento, no aplicativo, não tem o registro da compra cancelada (apagaram tudo!) Mas como sou brasileiro (vivo no país do golpe) já tinha feito vários prints e os enviei (junto com os e-mails) ao Procom. Cuidado com as promoções da Amazon!!!",2,1,0
Eu amo comprar no site até agora não tive problema algum com minhas compras...todos os produtos que comprei foram exatamente o que foi anunciado produtos ótimos de boa qualidade sem contar a variedade de produtos que é excelente...e outro fator muito importante é a economia custo benefício maravilhoso..e em relação a entrega e perfeito chega bem embalado e dentro do prazo as vezes até antes..plataforma excelente,5,5,4
Amo a shein! Principalmente a parte internacional q são de longe bem melhor que a nacional! Inclusive a parte de teste gratuito só está com peças horríveis depois que passou a ter só peças nacionais.,4,3,2
"Horrível, só não dou 0 estrelas porque não da Recebi uma notificação dizendo que eu ganharia brindes grátis, mas, após selecionar os itens, fui surpreendido com condições ocultas e exigências de compras adicionais, que não foram informadas previamente. O atendimento da Temu também não foi eficiente e a conversa foi encerrada sem uma resposta clara. Isso configurou uma prática enganosa e violação do meu direito como consumidor, me deixando insatisfeito com a experiência. Não recomendo.",1,1,0
O app trava de mais!!!! Demora pra favoritar um produto... demora pra voltar pra página anterior... congela e não conseguimos descer nem subir o feed... São problemas recorrentes para mim e apenas com esse app.,2,2,1
"App bom e intuitivo. Só tenho 3 questões: 1-Gostaria que no filtro de roupas também houvesse a opção quanto a elasticidade da peça; 2-A questão de fotos de roupas inapropriadas expostas. Creio que esse tipo de roupa deveria estar em uma seção separada, pois acaba sendo constrangedor encontrar certos tipos de roupa e adereços na nossa pesquisa; 3-A validade dos pontos deveriam ser anuais. É chato acumular e perder no mês seguinte sem usá-los, temos que pagar os cartões, senão não dá pra comprar.",4,3,2
Login no aplicativo é muito frustrante e a Google fica sempre intrometendo querendo salvar senha.,2,2,1
"O Shopee melhorou muito nos últimos anos, tanto nos cupons e descontos, quanto no uso do app, custo do frete, logística e atendimento. Por vezes, os pacotes chegam com alguns amassos, mas nada grave e sinto falta de um histórico para tirar produtos das recomendações (mostrando muito de uma coisa só), do mais é um dos melhores ambientes online para economizar nas compras.",5,4,3
"Dei uma estrela pra chamar a atenção, embora minha última avaliação ee disse que tinha melhorado, precisa modernizar o aplicativo. Não tem possibilidade de fazer perguntas ao vendedor; após a compra, antes de receber, não tem como cancelar a compra; tem produtos que não aceitam devolução, mesmo estando no prazo legal de 7 dias. Esses apontamentos deveria ser corrigidos pra melhor experiência. De modo geral, gosto de fazer compras na Amazon.",1,3,2
"Uso a um tempo, faço bastante compras, nunca havia tido problema. Até agora. Não recebi meu pacote, fazem mais de 15 dias que solicitei o reembolso, a pessoa que deveria entregar esteve na minha casa e viu que o pacote não está aqui. A moça não tinha nem certeza se colocou no meu portão ou não. Entregou a noite e não chamou, apenas jogou pelo ""portão"" Já solicitei o reembolso três vezes e a Shopee simplesmente não faz nada. Liguei na Ouvidoria e a resposta foi que ""não é do escopo da Ouvidoria""",2,1,0
"O aplicativo te mantém escravo, sempre diminuindo a quantidade de pontos a se ganhar... Você começa rápido, e no final quando chega nos 80% só diminui seus pontos... De 1 vai pra 0,5, depois para 0,1... Sempre que chega próximo do 100% fica mais longe de conseguir chegar ao final. Enganação! Desonesto! Não caiam nessa pois não é como a SHOPEE era no início. Só não dou 0 estrelas pq não tem.",1,1,0
"Oferecem cupons e descontos, porém, limitam a valores e categorias para causar falsa sensação de satisfação. Meu carrinho tem 4 produtos estou tentando ganhar desconto há dias já, tem para outras modalidades menos ao meu interesse até live assisti participando de sorteio e nada. Acho que vou esvaziar meu carrinho e ir pra concorrência. Por isso 1 estrela.",1,2,1
"Aplicativo seria bem melhor se tivesse opções de conversar com o vendedor, tem é apenas um atendente robô que não ajuda em outras dúvidas...e a alta taxa de impostos fazem os produtos serem cada vez menos acessíveis.",3,2,1
"Minhas compras voltaram após as 3 tentativas de entrega rosto chorando rosto chorando rosto chorando tão perto de casa que estava rosto chorando rosto chorando rosto chorando mas justo na semana de entrega precisei viajar rosto chorando rosto chorando rosto chorando E nos Correios ficou muito pouco tempo!!!!!! rosto chorando rosto chorando rosto chorando Tenho uma sugestão: Após as tentativas fracassadas, adicionarem uma opção DE PAGAR PARA TENTAREM ENTREGAR NOVAMENTE!!!!!! Preferiria pagar e ter todas as minhas a ter devolução de dinheiro e só vir dois dos meus produtos.",3,2,1
"Simplesmente um dos melhores apps de compra de artigos de vestuario. A qualidade dos meteriais é muito boa... O sistema de avaliação dos produtos é completo, fora o que eu mais adoro que é a possibilidade de ter medidas completas das peças pra saber se elas servirão de fato, sempre funciona! A logística de entrega de produtos internacionais (não comprei nada nacional, só produtos oficiais) é rápida e o preço é justo. Recomendo!",5,5,4
"Tem execelentes preços e sempre ou quase sempre tem frete grátis. Só perde pro concorrente ML, por demorar muito na entrega. Não existe um previsão precisa de entrega e geralmente leva por volta de 15 dias pra chegar. Só compro quando não tenho pressa. ML tem entregas até no dia seguinte. Tem muito a melhorar. Infelizmente agora não consigo finalizar o pagamento e a ""ajuda"" da shoppe não serve pra nada. Jogam um monte de títulos de problemas e o usuário que tente descobrir qual a falha.",1,2,1
É uma boa app e tem muita variedade de produtos. A única coisa que podia ser melhorada era as notificações pois a cada fase de atualização de encomenda deveria ser enviado também por SMS. Podiam também melhorar a parte do email temporário pois uma vez inserido deveria haver a possibilidade de alterar esse email,4,3,2
"Bom mas demasiado publicidade o longo do dia. De resto igual a Wish. So um pouco mais rápido. E tem um problema com os cupões de oferta. Pena, a não ser isto.. Aconcelho.",3,3,2
"Instalei devido a promoção da roleta que dizia dar 100% de desconto na primeira compra entre produtos selecionados ao baixar o APP. Escolhi e depois quando fui finalizar a compra descobri que não funcionava. Eles deixam desabilitado o botão de finalizar a compra. Ou seja, é uma propaganda enganosa. Até iria testar comprar outros produtos, mas desisti. Não achei o APP confiável.",1,1,0
"Comprar pelo aplicativo é muito bom, mas seria muito melhor se dividisse o pagamento no cartão de crédito em mais parcelas sem juros! Atualmente se você fizer um pagamento no cartão de crédito no valor de R$ 140,00 (cento e quarenta reais), o máximo que divide sem juros são 02 parcelas. Podem melhorar isso.",4,3,2
"É um bom app as compras chegam e tem preço acessível, cupons de abatimento de valor do frete e descontos. Porém ultimamente tem mudado bastante, vou citar alguns pontos que pioraram. 1- quando vc faz a compra é uma estimativa, depois que é despachado colocam mais 7 dias para frente. 2- o atendimento via chat está cada vez mais difícil falar com um atendente. 3- produtos que tem um valor baixo aí quando você entra no produto o valor é referente a outro item.",3,3,2
"O aplicativo no geral é bom, mas as vezes fica difícil confiar pois os entregadores não colocam o nome do recebedor e as vezes é impossível saber quem recebeu o pacote quando não estamos em casa, eles não entram em contato e é muito fácil alguém ficar com o pacote. O processo de devolução e reembolso geralmente são concluídos sem muita burocracia. A galeria do comprador é essencial pois tem muitos vendedores que postam fotos falsas do produto. A entrega é muito demorada.",2,3,2
"Minha última experiência está sendo péssima, fiz a devolução já faz mais de um mês, e nada do meu reembolso, só ficam jogando o prazo mais pra frente, falando que não chegou no vendedor, que é uma coisa uma coisa impossível, não é compra internacional. Pelo jeito vai ter que ser resolvido na justiça.",1,1,0
Muito bom. Melhorou muito o processo de entegas. está mais rápido.Mas deveria adotar um rastreamento de localização quando você fizer o pedido para evitar que o comprador erre na indicação do local de entrega. Alguns apps fazem isso e são de uma grande ajuda. Muitos compradores tem vários endereços de entrega por estarem sempre em movimento e isso seria uma grande vantagem. Abrir para confirmação do local de entrega antes de dar as opções de pagamento. Evita cancelamentos.,5,3,2
"Vocês deveriam parar com a Farmland, além de ser um negócio muito cansativo, é muito mentiroso. Não faz sentido ir até o final de uma determinada maneira e quando você tá quase ganhando o prêmio, te fazem de burro mudando a dificuldade toda hora. É uma coisa muito desagradável, estou perdendo a paciência! Muito deselegante! Só por conta desse defeito estou pensando em parar de usar o app. Isso não deve se fazer!",1,1,0
"O app atende às necessidades. Poderia ser melhor no mecanismo de busca, pois muitas vezes vem muitos artigos que não têm relação com o que você está procurando por falta de alternativas para uma busca mais detalhada. Outra coisa que me incomoda é não ter uma opção para eliminar compras internacionais.",4,3,2
A Amazon é uma empresa absolutamente incrível se você quer comprar com qualidade rapidez na entrega compre na Amazon Shopping.... absolutamente recomendo essa empresa nunca tive uma decepção Parabéns aos desenvolvedores do aplicativo que é uma obra-prima,5,5,4
"Eu estou simplesmente frustado com esse app. Não que ele seja ruim, mas minhas compras foram enviadas para a transportadora Anjun Express e foram simplesmente roubadas! Consta que eu as recebi e assinei sendo que eu não recebi nada! Isso quebrou meu encanto totalmente, e mesmo que seja resolvido eu mesmo não voltarei a comprar nada nesse app pois já a muitas reclamações sobre roubos envolvendo essa transportadora e eles simplesmente não fazem nada a respeito! É inaceitável para mim",1,1,0
"Eu amo fazer minhas compras na shopee, já tive muitas decepções com algumas lojas , já comprei uma coisa e recebi outra , acho que nessa parte tem que ser muito cobrada, eu comprei um porta joias e chegou pra mim outro modelo que não tinha nada com o que foi pedido e fui reclamar e não tive nenhuma resposta, então nessa parte deixa muito a desejar...",4,3,2
"Por que para mim nuca aparece a opção de envio rápido? Já fiz mais de 700 reais em compras, estou quase nível diamante e nunca tive a opção de envio rápido. No full do MercadoLivre eles entregam em 24horas mas na Shopee nem a opção está aparecendo! Por que isso suporte?",2,2,1
"Começando pelo básico, como um site pode ser tão inútil? No app também não pode criar pastas pra favoritos e nem ver no pc então o que tá no final, esquece, pra excluir não tem nem opção de selecionar tudo. Muita limitação e falta de respeito, a linha de consumo dos cupons é um terror, faz tanta pesquisa e não melhora nunca. A qualidade na entrega é sofrível, estão dando pra jogar os produtos e os entregadores sem identificação nem rastreio como o ML então marcam que entregaram e SOMEM!",1,1,0
"Gosto muito do mercado livre pois tenho conta e limite no APP são pontos positivos. Masa recentemente sofri um roubo aonde levaram meu celular e os bandidos fizeram a festa, por não ter um meio de segurança no APP de compras os cara fizeram um empréstimo do meu limite. Bom mas tudo se resolveu com b.o o mercado pago me ressarcio . Mas gostaria de ter uma segurança no APP de compras pois isso iria dificultar as ações de criminosos. Obrigado por ter resolvido esse crime na minha.",5,3,2
"Nada a questionar, ótimos preços com entrega rápida!!",5,5,4
"Aplicativo muito bom, amei o aplicativo, tem vantagens e desvantagens, mas é bom",5,4,3
Gosto muito do aplicativo só não gostei de em plena Black Friday a Amazon dá um mole desse de aumentar o preço do produto ao invés de abaixar. Estou vigiando o preço do moto g34 e estava 949 e agora perto da meia noite subiu para 999 que Black Friday é essa Amazon???,4,2,1
"Várias comprinhas aqui no app da shopee, até hj não tive nenhum problema, app muito bom, sempre atualizando os status das compras, nunca travou, vejo lives perfeitamente, enfim, tenham sempre um bom celular e uma boa internet e aproveitem o melhor da shopee. Quer pagar preço justo e economizar, então esse é o app, com cupons, moedas, sorteios,suporte pós venda,entrega rápido, variedades de produtos, enfim, pra quê pagar caro em shoppings se temos a Shopee.",5,5,4
"Sensacional, já comprei vários itens. Minha única reclamação é que para comprar no App ou mesmo pelo site vc tem que ter um valor mínimo de ¥ 2.000, caso contrário não consegue finalizar o pedido, nas concorrentes Shein, Wish, Shopee, entre outras vc não tem um valor mínimo, você compra sabendo que se for um valor abaixo do mínimo você pagará pelo frete. Na Temu eles te obrigam a comprar o mínimo para que você não pague o frete.",5,3,2
"Queria dar -5 estrelas! Mas não tem como ne.. me fizeram fazer mini jogos para ganhar 2 itens grátis (""PRESENTE""), e no final, preciso gastar mais de 200 reais para ganhar (no Brasil isso se chama compra casada. É UM CRIME). Já começa que o app é de compras ou jogo? Nunca vi nem um joguinho no app da shoope e Aliexpress. Estão fazendo agente navegar pela lista de recomendações. (Assim eles cobram uma taxa maior dos anunciantes pelo destaque) E ao invés de nós recompensar, nós fazem de besta!",1,1,0
"O aplicativo é maneiro, por mais que a sensação que ele passe é de se estar em um varejão ou uma 7 de março em São Paulo cheio de gente e com uma penca de informação na sua cara e a layout dele ser bem pesada pra um celular carregar, o aplicativo é ótimo pra comprar coisas nacionais. O 3/5 é um: melhore o layout e o feed de acesso.",3,3,2
"App até é bom,mas a gente faz compras com a promessa do produto chegar em certo dia e a entrega atrasa 1 semana. Já foi melhor. Sem contar nas falsas promessas de promoções que serão válidas somente para membros prime e que na verdade são para todos.",2,2,1
"Foi-se o tempo em que Amazon era referência em entrega rápida e de qualidade. Produtos demoram uma eternidade para chegar, colocam o prazo para sábado ou domingo e o produto não chega. Entregadores mentindo que produtos foram entregues sendo que não foram. Sinceramente muito desapontado com as experiências desagradáveis das entregas.",1,1,0
"Minhas últimas compras: Comprei suportes para mangueiras, entregaram suportes para tvs. Comprei garrafa térmica, veio usada suja de café. Devolvi e comprei outra, não foi entregue. Comprei um aparelho calibrador de pneus e bolas, veio quebrado. Comprei um conjunto de peças de gesso para pintura que iria dar no Natal, entregaram para um desconhecido e foi aparecer na minha casa nos últimos dias do ano. Sei que as vendas de final de ano são intensas, mas assim não dá!",2,1,0
"(Simples e confiável seta para a esquerdaAvaliei assim em 2022.) E não mudo minha opinião, nunca tive problemas com a shopee, entregas sempre pontuais, devoluções quando necessárias, sempre de forma fácil, estorno rápido. Mantenho minha opinião, simplesmente, na minha opinião o melhor site para fazer compras. UMA SUGESTÃO: na parte de devolução, quando é para anexar um vídeo, os vídeos aparecem todos fora de ordem, não sei se organiza por tamanho, mas deveria organizar por recente. Obrigadooo",5,5,4
"Eu gosto muito da Shopee, nela encontro tudo,tudo mesmo,os preços são acessíveis, de acordo com cada produto, eles entregam certinho, atendem e aprovam rápido o pedido. Eu Sou fã já. Super indico,quem quiser encontrar produtos bom de preço é de qualidade tá aí a Shopee, tem de tudo!",5,5,4
"Fiz uma compra no dia 09/11/2024, ainda não recebi minha encomenda, não consigo atendimento, somente e-mail e resposta automático, não tem como comunicar na Shein, péssimo atendimento, muita falta de respeito com o consumidor, desrespeito enviando resposta automática e sem dar solução para o cliente, péssimo. Espero não receber mais e-mail repetitivo e me responder porque minha mercadoria ainda não chegou? Porque esse status não funciona.",1,1,0
"Péssimo aplicativo, mesmo sendo técnico em informática, tive dificuldades no aplicativo, pois as janelas de parcelamento, entrega e demais não são claras, assim como valor de frete e prazos de entrega, independente da plataforma, site ou aplicativo, precisam melhorar e muito !!!!",1,1,0
"De uma maneira geral gosto bastante do app shopee, mas trava muito, aparece frete grátis e ao efetuar a compra é cobrado o frete, as vezes, até mais que o valor da compra, já tive algumas desistências de aquisição de mercadoria em decorrência disto!! Outra coisa que tem que ser visto é a parte de entrega/embalagem de mercadoria que vem de qualquer jeito, até mesmo deteriorada e se caso comprometa o produto, a devolução é bem burocrática e complicada, já tive problema com isto! 2024_shopee ok!",4,2,1
"vou dá quatro porque falta descrição na propaganda dos produtos e muitas compricaçao, pra poder comprar , deveria deixar os clientes comprar a quantidade que quiser. essea plataforma não é boa não porque quando vc faz as compras vai finalizar almenta. O valor .tem que melhorar muito.",4,2,1
"Sei nem o que dizer ainda,pq estou no aguardo de minhas compras, ja pagas e até agora nada, nem rastreio tem pra acompanhar .é pra ser entregue até dia 20/11/24 Ou fim do mês..mais agora vi que só no dia 10/12/024 há 05/01/24 o prazo e achei errado ..paguei há vista...outra coisa devia ter um meio de se pagar em parcelas pelo Pix e boleto também, pq nem todos usam cartões de crédito como eu,chato ter que pagar os produtos há vista do jeito que as coisas estão deviam ver isso, mais é bom o App",2,3,2
"Sabe aquele aplicativo que não deixa a desejar? E o Amazon,as compras são perfeitas ótimo preço entrega super rápida. E ainda melhor com o prime você ainda recebe suas compras frete grátis. Estou amando comprar na Amazon Parabéns mãos aplaudindo mãos aplaudindo",5,5,4
"Só instalei para ajudar uma pessoa no jogo. O jogo sabota o usuário para não atingir o resultado. Nota: Há uma semana estava em 99,80%, depois de finalmente conseguir completar uma colheita que demorou pacas, ganhei somente R$0,10 e atingi 99,90%, então eu teria que continuar regando menos de 1% a cada 10 g de água o que pode levar meses. O app não é bom. Poluído e com preços manipulados. É uma mistura malfeita da Shoppe, Shein e Aliexpress com algum joguinho caça-níquel que nunca premia.",1,1,0
Parece que o App quer nos forçar a comprar usando Pix ou o S parcelado porque não estou conseguindo por nada adicionar o cartão de crédito e já vi que muitas outras pessoas não estão conseguindo também. E se for uma compra urgente e necessária??? É o meu caso. Não sei o que aconteceu. Mas precisam normalizar o sistema e essa situação.,1,2,1
"Sinceramente não achei legal, vc é atraído com a propaganda de que vai receber um produto grátis, quando escolhe tem que pagar por 5 produtos e ficam aparecendo roletas pra resgatar descontos de valores altos sendo que você tem que comprar determinados produtos pra conseguir tais descontos, que por sinal, não dá pra ter certeza se é real. Sem falar dos valores, tem produtos que nos marketplaces concorrentes o valor tá mais em conta. A proposta seria até boa, se não fosse a enganação!",1,1,0
"Muito bom o app, bem Clean e fácil de usar. Já comprei produtos e chegaram rápido então não tenho dó que reclamar a não ser a taxação sobre produtos internacionais.",4,4,3
"Olá boa noite, desde já muito obrigada a equipa da TEMU: pela rapidez em resolver um assunto, devido a um produto com defeito, após eu ter enviado a causa do produto, em segundos me foi reembolsado o valor do mesmo. Nunca imaginei que fosse tão rápido. Ainda fico com mais vontede de fazer as compras na TEMU: Bem haja a todos vocês muita saúde e sucesso. mãos juntas",5,5,4
"A shein já foi boa! Mas agora tá cada vez mais difícil de usar o app. Além dos impostos altos, taxas absurdas, a shein tbm está com um atraso na hora de rastrear as encomendas. Enquanto minha encomenda já está a caminho de casa, na shein está dizendo q ainda está em Curitiba. FORA QUE ainda tem o bug na hora de coletar pontos. Quando vou fazer o check in diário, não atualizada e fica como se eu tivesse feito chek in apenas dois dias. E não consigo mais pontos!",1,2,1
